what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344089319163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344089323612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344090305342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344090307726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344091108698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344091111646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344091455722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1344091461026
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344091462497
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1344091462680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344091477574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344091510963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344091514383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344091521165
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344091524055
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344091524733
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1344091525083
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344091533404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1344091533622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344091556396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344093813598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344093818222
