what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342109487909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109505913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109517380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109536408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109560207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109563114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109575412
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342109578712
opened,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1342109580182
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1342109580230
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1342109585191
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1342109585234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109613870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109654881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109662408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109685680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109686454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109691891
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342109694980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109700165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109703689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109764956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109782903
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1342109792178
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1342109792471
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1342109792862
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342109798746
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1342109798864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109803642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109855314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109867055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109870101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109873769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109886004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342109895133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342109918204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342109930177
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342109931446
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1342109937137
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342109938042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109945209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110154297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342110183710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342110189413
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342110193241
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1342110196877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110199180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110304507
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342110305216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110379066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110385730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342110387399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342110403727
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342110406804
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1342110409995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110411047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110411876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110414573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110531708
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1342110534083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110542575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110549030
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342110553054
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1342110555254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110557945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110579187
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342110580913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110587118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110587453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110594174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110627243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110628396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110630028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110631447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110676322
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342110677522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110702829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110768147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342110777507
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342110779462
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1342110782610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110786369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110901123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110903142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110969121
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342110970245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110977238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110977528
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1342110994317
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1342110994913
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1342110996237
opened,view,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui.HelpView",1342110996260
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1342110996344
activated,view,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui.HelpView",1342110996434
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342110998161
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1342110998190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342111003507
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1342111004821
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342111004890
error,log,,,"Help documentation could not be indexed completely.",1342111007473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342111012903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342111016307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342111019358
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342111020796
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1342111023761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342111025462
