what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342884222687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342884225665
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1342884258192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342884258962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342884260699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342884267284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884271630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884273536
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1342884273621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342884276389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884276635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884278501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1342884279625
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342884285121
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1342884286956
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342884287994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342884324985
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342884326552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884328003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884342669
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342884343686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884348606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884349444
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1342884351637
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1342884351666
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace",1342884351732
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342884353989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884358935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884443454
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1342884451634
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1342884467556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1342884469940
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1342884529290
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace",1342884529320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884529684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884529895
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342884530968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342884570557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884573387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884574905
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1342884586522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342884587325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342884587851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342884593692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342884600415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342884606299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342884629094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342884636031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342884637780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342884640326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342884640909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342884653960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342884658313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342884660701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342884672767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342884680192
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342884686246
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1342884688247
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342884743849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884749508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884751334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884751699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884753139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884754054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884893853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342884908983
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342884911190
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342884913689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342884919150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342884927161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884931845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884933613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884960118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342884971412
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342884973720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885003829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885005826
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342885005861
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342885024050
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1342885025907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885026345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885028228
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342885029897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885035483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885129710
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342885130804
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1342885133094
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1342885143247
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1342885144674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342885170021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885177898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885202701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885205077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885206182
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1342885206196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885206543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885207203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885210484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885217452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885223374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885229719
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342885231310
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1342885235161
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1342885242934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885244681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885907681
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342885909963
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1342885913889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342885924024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886048644
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342886048750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886050064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886051335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886051796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886075048
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1342886075154
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342886076455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886078940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886084762
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1342886084860
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342886085968
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1342886089902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886097870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886122814
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1342886122934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886126223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886182192
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342886182265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886187985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342886188190
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1342886191354
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342886192330
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1342886193365
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342886194895
